,INFL,FEDFUNDS,LONGRATE,LR7Y,LR5Y,LR3Y,LR2Y,LR1Y,DM2SL,DM2MSL,DMZMSL,DM1SL,BAA10Y,EBP,DMBSL,DSHO,DDIV_M1,DDIV_M2,DDIV_M2M,DDIV_MZM,DDIV_M4,YGAP
1999-2,1.510955553,4.746666667,5.54,5.6578125,5.44203125,5.35484375,5.28421875,4.87953125,5.777476385,8.369779612,9.535884033,1.673591866,2.19796875,-0.212898605,8.832741106,15.9631199,5.422625614,6.375730378,7.415786245,7.77695032,6.622451379,1.205981182
1999-3,1.421501021,5.093333333,5.883333333,6.07265625,5.775,5.7109375,5.63234375,5.1609375,5.921345616,7.459840989,7.275738072,-1.260607104,2.219375,-0.042400117,7.076130365,9.00679348,3.640628687,5.607681602,6.137190576,6.143136285,6.048434133,1.490939149
1999-4,2.203545858,5.306666667,6.14,6.295806452,6.066935484,6.005806452,5.948225806,5.615806452,5.423890997,5.140326284,7.901977951,4.994786661,2.092096774,-0.022564275,22.6660403,3.240571031,5.546702682,4.802847025,4.611815842,5.483353336,7.269598028,2.09073296
2000-1,2.646953995,5.676666667,6.48,6.635396825,6.583174603,6.555238095,6.526349206,6.188888889,6.207779264,5.298378713,8.264839141,0.251704256,1.862380952,0.136766372,-0.275591978,4.512676261,2.130229793,3.649408237,2.996967448,3.976872778,5.55319278,1.403664348
2000-2,2.485633144,6.273333333,6.176666667,6.435079365,6.424444444,6.524444444,6.572698413,6.21968254,6.64897926,5.854024521,6.981378785,-1.825445267,2.419206349,0.632408305,-2.072683287,6.831020623,1.651085051,4.56146752,4.011913714,4.386559514,5.157967601,2.213327853
2000-3,2.337419351,6.52,5.893333333,6.083174603,6.058253968,6.156825397,6.216984127,6.132857143,4.673393372,3.085352436,7.24231554,-2.378336442,2.423174603,0.968085343,1.546665185,1.818490261,1.483378141,4.041821708,3.344634328,4.363120574,5.046133687,1.336220186
2000-4,2.166286491,6.473333333,5.566666667,5.639516129,5.555645161,5.636612903,5.719032258,5.907096774,5.886202413,5.597137231,8.115796325,-2.880114523,2.646935484,1.551281651,3.487395309,2.780146114,0.683441463,4.626947238,4.369229164,5.07595154,5.28818943,1.013814946
2001-1,2.614454625,5.593333333,5.05,5.032419355,4.790483871,4.631129032,4.58016129,4.591612903,10.41842113,12.12493786,18.87127871,3.291599839,2.837580645,1.122318276,5.185285278,4.629165774,4.596450776,9.920660171,10.62040596,11.92974135,8.384935384,-0.17651419
2001-2,2.41178423,4.326666667,5.27,5.140793651,4.835396825,4.427460317,4.191746032,3.774920635,9.977454162,13.85577518,20.10792601,6.550639786,2.762222222,0.858010013,6.412265079,6.75047638,7.112602234,11.5949891,13.55502455,14.94942231,10.57403658,-0.367073431
2001-3,1.568148102,3.496666667,4.98,4.826065574,4.510819672,3.969016393,3.676229508,3.340983607,8.885004258,13.16525115,15.01160715,15.56743823,2.944590164,0.888097617,14.00483414,6.60790767,14.79003806,12.41064138,15.01292205,15.28558212,11.16425299,-1.519140107
2001-4,1.24312854,2.133333333,4.77,4.522258065,4.08483871,3.322096774,2.867096774,2.245483871,9.096663415,13.83283175,20.34699141,2.86257227,3.164918033,0.384848908,7.076604974,7.681422011,6.969509764,10.45627276,13.0044839,16.08852734,12.06936175,-1.953546467
2002-1,1.288967143,1.733333333,5.076666667,4.8815,4.4595,3.7485,3.2005,2.318166667,6.933247762,11.81746834,10.94111407,6.168280663,2.875833333,0.486668709,9.95154445,12.85320942,7.672866251,9.085990816,11.74891496,11.16512926,6.286942779,-1.811436526
2002-2,1.383869888,1.75,5.1,4.84671875,4.45046875,3.7734375,3.23390625,2.34671875,3.168063984,5.777427141,5.400354803,-0.571100726,2.9196875,0.562293584,7.380925294,13.64822459,5.36616659,4.51550043,5.827251126,5.574104036,5.153866191,-1.851007007
2002-3,1.921525105,1.74,4.26,3.9040625,3.359375,2.62609375,2.23875,1.8140625,7.501096296,10.14880322,6.799017702,1.431808906,3.36,1.509206549,5.60243685,10.76265706,4.830559813,8.067244416,9.455895426,7.303344791,7.460007173,-2.081713335
2002-4,2.289791893,1.443333333,4.006666667,3.60016129,3.008548387,2.266129032,1.889677419,1.533709677,8.141022031,11.02261748,10.08418531,5.709552184,3.596612903,1.084931184,5.52149547,7.891884693,6.082498538,8.664355204,10.44940016,10.02586711,4.870379332,-2.564721809
2003-1,1.989214952,1.25,3.92,3.465409836,2.911803279,2.07,1.649016393,1.300327869,6.538925624,9.065621145,7.422862078,7.740137399,3.199836066,0.521414994,8.079469726,13.57180117,6.329960571,6.997922249,8.726329027,7.3592735,6.315724325,-2.66607767
2003-2,1.377356523,1.246666667,3.62,3.128412698,2.57,1.773650794,1.421587302,1.152698413,7.850523306,10.60274811,5.390035769,10.12766303,2.853174603,-0.30402615,6.27194592,9.62423601,8.926810114,8.446459375,10.33842534,6.249464752,6.750940543,-2.404946463
2003-3,2.267393005,1.016666667,4.233333333,3.71578125,3.138125,2.19625,1.67828125,1.21921875,8.038383212,11.50769086,10.02489385,8.468073937,2.57546875,-0.64857364,3.174803957,3.224849349,10.05967579,8.775052861,11.21333682,10.03973685,4.704937032,-1.389227218
2003-4,2.456329738,0.996666667,4.286666667,3.781774194,3.244677419,2.380483871,1.856290323,1.296451613,-0.38081719,0.859494135,-2.363000482,2.260996231,2.377419355,-0.562646052,5.122931309,4.640154295,5.553243902,0.067538587,0.958593809,-1.713219308,-0.368568339,-0.86926817
2004-1,2.818176621,1.003333333,4.02,3.501451613,2.980967742,2.163064516,1.686612903,1.221451613,3.077959239,4.136368527,1.977733795,5.395032925,2.256290323,-0.544865052,3.975079136,5.268776806,7.892088489,3.619280076,4.404704931,2.580859661,4.826291968,-0.928038684
2004-2,3.200700903,1.01,4.6,4.183870968,3.720967742,2.971935484,2.454677419,1.775483871,8.407932213,10.21656269,8.821294928,5.293301265,2.06483871,-0.538192223,5.082790502,5.777233717,8.810123836,8.850962003,10.10858862,8.966933562,8.707138356,-0.789297985
2004-3,2.560106806,1.433333333,4.303333333,3.9221875,3.505625,2.91953125,2.5565625,2.075,4.451938595,4.980508347,2.64474126,4.839888463,2.15015625,-0.445878137,6.072043801,8.269906745,5.615726439,4.756459738,5.104718198,3.325924671,5.812130978,-0.501182803
2004-4,3.080503515,1.95,4.173333333,3.855,3.493709677,3.058870968,2.822419355,2.472741935,5.28943057,5.079877479,2.213034804,5.375780108,2.010322581,-0.659495048,4.231459985,9.059151953,5.223598274,5.670073867,5.557817285,3.517038855,5.801536303,-0.136371387
2005-1,3.172647466,2.47,4.296666667,4.098852459,3.890819672,3.623934426,3.454918033,3.072459016,2.249221044,0.265961439,-0.667440157,-0.340570476,1.666721311,-0.804428917,3.538881945,4.458646675,1.327401098,1.891494663,0.669317777,0.05039611,3.216416415,0.332489649
2005-2,2.899715929,2.943333333,4.16,3.9846875,3.87296875,3.73234375,3.6459375,3.33734375,2.797981225,-0.232407006,0.284750329,-0.438302838,1.81078125,-0.437024568,2.092582123,2.168272854,2.393087843,1.728948607,0.005857959,0.215643635,5.289386468,0.200815071
2005-3,3.621506711,3.46,4.213333333,4.1084375,4.039375,3.98921875,3.95796875,3.79109375,5.659940549,3.357944823,4.869410522,2.051012379,1.7659375,-0.569342179,3.2064227,3.587914173,3.94754338,5.062338152,3.717575729,4.400664299,6.078479196,0.379377318
2005-4,3.223429115,3.98,4.49,4.425737705,4.391147541,4.372295082,4.364590164,4.28852459,5.314196378,3.841111831,4.849975764,0.116329796,1.847868852,-0.349687054,3.698558118,7.233823683,1.726582661,4.411657811,3.570073932,4.021665367,8.284379211,0.356940212
2006-1,2.807755322,4.456666667,4.57,4.555483871,4.552419355,4.582580645,4.604677419,4.640322581,5.191046461,2.966650658,4.008180257,1.374006528,1.734677419,-0.395497117,6.798078333,5.01773921,2.791494146,4.21338,2.835312591,3.199177466,4.291027033,1.130602179
2006-2,3.531095589,4.906666667,5.07,5.018095238,4.993174603,4.987301587,4.997936508,5.021428571,4.249522204,0.91952454,3.081398388,0.299332551,1.665079365,-0.422996149,2.80946518,5.639599423,1.948750706,2.283237717,0.202456243,0.899034856,3.801802003,0.814758487
2006-3,2.781418298,5.246666667,4.896666667,4.85,4.842222222,4.868412698,4.929047619,5.091111111,5.75319935,2.245564469,5.245407094,-3.363441396,1.69968254,-0.330617898,-0.849140497,2.462217072,0.175654626,3.082386753,0.809281631,1.846807623,5.875986378,0.429248749
2006-4,1.493434924,5.246666667,4.63,4.603548387,4.601774194,4.648709677,4.737580645,4.988225806,6.618940822,4.783632481,7.712508342,-0.20446165,1.652580645,-0.430330047,1.922147779,2.812300541,0.388366973,5.078977906,3.804548913,4.744501021,7.461174413,0.762090719
2007-1,3.81609625,5.256666667,4.68,4.649677419,4.643387097,4.679677419,4.760483871,5.007580645,5.667244104,5.021262625,6.335859542,-0.614012766,1.616612903,-0.503887199,3.640077727,4.118729923,0.904494157,4.473276033,4.03174743,4.438707373,5.261222648,0.54801544
2007-2,2.665345308,5.25,4.846666667,4.78375,4.76078125,4.76359375,4.80375,4.93421875,6.694903491,6.5064703,10.38991278,2.566728947,1.64421875,-0.474401699,1.693969514,4.121485846,3.790433369,5.665007507,5.52991152,6.643738243,6.806016038,0.678655708
2007-3,2.071358453,5.073333333,4.73,4.602857143,4.512698413,4.416507937,4.390793651,4.535079365,6.247499559,6.789791025,14.24674859,-0.300544144,1.895714286,0.059008656,1.095563815,-0.446508213,1.811681543,5.096839052,5.208527775,7.681634503,6.801422183,0.771103249
2007-4,1.692260658,4.496666667,4.26,3.991612903,3.797580645,3.513387097,3.489677419,3.635,4.2322901,4.098938492,15.91567865,-0.048496017,2.239193548,0.255131861,0.704974354,-5.201083768,1.304507362,3.033079354,2.438092447,6.182605686,8.468661808,0.876392638
2008-1,1.403345077,3.176666667,3.663333333,3.152131148,2.75147541,2.170983607,2.029344262,2.11295082,7.50390324,8.415543325,15.65047343,2.215107529,3.083606557,0.910859657,1.234849228,-36.25727205,2.012406834,5.382887871,5.58094655,7.578870947,9.292391507,-0.031770238
2008-2,2.023595125,2.086666667,3.886666667,3.45828125,3.155,2.6590625,2.41640625,2.0659375,6.744509297,8.49548979,14.49669545,4.126518052,3.108125,0.672031401,1.722006408,-123.0619617,3.988336046,6.567142087,7.453586142,9.656935113,4.429902874,0.062268994
2008-3,3.005782255,1.94,3.863333333,3.43703125,3.1128125,2.63296875,2.36,2.12640625,4.925776385,3.72570503,4.805751409,9.584234005,3.34375,1.314159507,15.24074405,-33.60772791,7.254686682,5.472339876,4.544976179,4.955831185,6.800517868,-0.914045502
2008-4,0.947842786,0.506666667,3.253333333,2.620806452,2.172741935,1.480967742,1.215483871,0.989193548,12.76351262,8.214259025,8.752362353,26.81153386,5.580967742,3.146634847,188.3322326,9.399052091,14.94225003,12.84407475,9.253914691,9.790720293,14.91073885,-3.486071828
2009-1,-0.19780833,0.183333333,2.736666667,2.237868852,1.761311475,1.27147541,0.904262295,0.571967213,12.58400285,14.89607461,18.3203377,12.01270852,5.48852459,2.826039343,60.15786644,60.69895927,12.91479593,13.6123723,14.93290674,17.72418711,0.664714447,-4.979094406
2009-2,-0.699426101,0.18,3.313333333,2.889047619,2.241746032,1.495396825,1.017619048,0.521111111,4.692566546,8.636268115,7.863133441,13.32680241,4.652222222,1.451563225,23.51910773,230.120276,9.728326932,6.131845095,8.187270036,7.523293319,-3.386304168,-5.479377457
2009-3,0.429912689,0.156666667,3.516666667,3.123125,2.4675,1.55796875,1.03,0.44796875,1.411332903,6.166686294,1.140685184,8.067173626,3.1478125,0.098319883,-3.746344884,131.0342236,5.163768969,2.367284386,5.086263765,0.196150434,-5.093166647,-5.455786055
2009-4,1.316364786,0.12,3.46,2.99,2.304193548,1.39,0.877903226,0.354677419,2.116356989,7.570139934,-2.160616477,5.019986206,2.863225806,-0.252082707,56.53743487,83.88742055,3.989843666,2.372723693,6.488635261,-3.454094776,-11.05888105,-4.755715265
2010-1,1.085994388,0.133333333,3.716666667,3.164262295,2.427377049,1.468852459,0.917704918,0.364590164,0.048755458,4.220032066,-3.849831453,2.73830439,2.569344262,-0.142788811,14.98004311,44.8492295,1.883617411,0.153942372,3.811262508,-4.416457528,-8.447376821,-4.590521875
2010-2,1.946557168,0.193333333,3.49,2.93515625,2.25484375,1.3790625,0.873125,0.37828125,4.119529884,7.956381372,-2.010997005,4.356668443,2.69015625,-0.158803577,-10.65738644,21.27155349,3.29725429,4.336123803,7.751811077,-2.420182892,-2.380509409,-3.987322966
2010-3,1.206612313,0.186666667,2.786666667,2.19390625,1.545,0.83390625,0.53875,0.26890625,3.926512624,7.343411087,5.02401974,7.57480183,2.9909375,-0.06107781,-6.060945149,0.565940516,5.520811669,4.130940556,7.221768657,4.876868103,4.164690317,-3.581543154
2010-4,2.33628103,0.186666667,2.863333333,2.193064516,1.503387097,0.753225806,0.487096774,0.259193548,5.100019697,9.23204309,6.626734737,15.18093661,3.038387097,-0.192392008,-0.805770284,5.021332143,10.80199521,5.397168322,9.24382933,6.603190705,3.171125866,-3.429040795
2011-1,2.05982164,0.156666667,3.46,2.824516129,2.119354839,1.160322581,0.693709677,0.272096774,4.981708379,8.366797652,3.644304708,12.60852482,2.629193548,-0.209195122,45.93184289,37.17558967,8.949288499,5.236846051,8.329966098,3.517841178,-3.197662128,-4.020298733
2011-2,2.633434141,0.093333333,3.21,2.537142857,1.854444444,0.944285714,0.561587302,0.204126984,7.557282363,10.33360731,10.32696713,12.55458554,2.646190476,-0.145174733,58.74939395,40.76774254,8.996302536,7.79573675,10.3125619,10.31092126,7.014876594,-3.742455073
2011-3,2.466129164,0.083333333,2.426666667,1.7628125,1.1440625,0.46625,0.27921875,0.1334375,17.81751046,21.65142922,13.86748732,29.74767537,3.041875,0.079729352,12.4797824,19.10535754,21.61859879,18.35109174,21.86530073,13.82766198,-0.406000313,-4.163170099
2011-4,0.482491987,0.073333333,2.046666667,1.498852459,0.952622951,0.416721311,0.263606557,0.113934426,6.693388287,8.904427601,6.383932046,14.09881935,3.206557377,0.196693532,-6.786444806,-3.782486549,10.49283793,6.934650458,8.978307503,6.381573482,-0.994180767,-3.483241686
2012-1,2.419879418,0.103333333,2.036666667,1.443548387,0.898387097,0.419677419,0.289516129,0.156451613,6.695102592,8.63217621,6.849118591,10.55254394,3.162258065,-0.060507813,8.014497494,-3.214919657,7.866381276,6.881529578,8.662181336,6.843679381,3.89158613,-3.098823814
2012-2,1.607832298,0.153333333,1.823333333,1.2390625,0.78890625,0.4028125,0.28953125,0.188125,5.797762326,7.799441271,6.235131604,8.498531834,3.268125,-0.060890789,-5.564823036,1.371580989,8.073735829,5.904549169,7.778376444,6.192324989,3.42269457,-3.072610555
2012-3,2.068594158,0.143333333,1.643333333,1.07984127,0.668888889,0.346666667,0.257777778,0.181904762,8.184571712,10.05510387,8.562608386,15.85086878,3.234444444,-0.145811933,0.100314136,-3.035001332,18.03153649,8.393107192,10.16351983,8.631457407,7.506896796,-3.325044436
2012-4,2.022216799,0.16,1.706666667,1.119344262,0.690163934,0.359508197,0.267540984,0.172295082,8.631994165,10.59679402,8.71279006,13.74893388,2.867213115,-0.147051472,0.801408005,2.558417821,16.06432538,8.986426061,10.84266495,8.891670213,6.372241692,-3.645040485
2013-1,1.596998342,0.143333333,1.95,1.320666667,0.822666667,0.3915,0.262833333,0.149833333,5.793947499,7.299878435,7.149809513,6.615042412,2.859,-0.083304421,30.2212554,27.08782465,6.369980757,5.88231537,7.304794389,7.151551089,4.217362976,-3.243102357
2013-2,1.133441709,0.116666667,1.996666667,1.38234375,0.909375,0.4334375,0.27015625,0.12796875,4.706605389,5.934920545,5.049145003,8.094117821,2.83828125,-0.349879999,36.00886219,38.81569796,8.436953018,4.782423938,5.950768088,5.041667034,0.989453544,-3.545280881
2013-3,1.880653036,0.083333333,2.71,2.11703125,1.50375,0.7071875,0.3659375,0.1225,6.008740811,7.441086928,6.644958609,5.47835277,2.69578125,-0.098122018,33.88172867,31.99886181,6.220249661,6.053024327,7.416698523,6.603339075,1.837238364,-3.221571848
2013-4,2.383323833,0.086666667,2.746666667,2.115806452,1.439032258,0.632580645,0.327258065,0.125322581,7.11010495,7.872187903,6.976972463,11.70359703,2.612903226,-0.062268532,29.33949963,31.6895538,10.59914544,7.190285568,7.920703417,6.994530587,3.844517189,-2.978336665
2014-1,1.662637398,0.073333333,2.763333333,2.229016393,1.603442623,0.763934426,0.374754098,0.120491803,5.922853183,6.711801475,5.578232526,13.28308725,2.354098361,-0.279199628,18.12583562,26.51948234,16.7429422,6.122513518,6.900388521,5.703239295,0.978288228,-3.762823871
2014-2,2.258962641,0.093333333,2.623333333,2.194603175,1.657619048,0.871904762,0.41952381,0.103015873,6.207974714,6.96045704,5.125213508,10.89031072,2.200952381,-0.367425218,11.61280884,18.88623283,11.16824795,6.304997187,7.035666213,5.129338743,2.023306073,-2.977166383
2014-3,1.742636562,0.09,2.496666667,2.158125,1.7015625,0.98390625,0.515,0.109375,5.261122491,5.825677023,4.817036367,4.891840981,2.2428125,-0.308225639,10.307941,10.28091448,4.201435992,5.228875031,5.771109746,4.738772587,1.815806257,-2.306752966
2014-4,0.664978748,0.1,2.28,1.994516129,1.600967742,0.967580645,0.536612903,0.152258065,5.053823365,5.710754783,6.262559345,8.730020782,2.457741935,-0.055825633,-13.03209866,7.165101913,9.32329212,5.133587031,5.777512444,6.331550909,2.345053696,-2.329227621
2015-1,-0.142127984,0.11,1.966666667,1.769344262,1.457213115,0.969672131,0.604590164,0.225409836,7.290979091,8.157336058,7.716699723,11.48695031,2.532459016,-0.20372611,6.07118707,1.755000017,12.50763483,7.372526089,8.19612155,7.744310126,4.967623398,-1.996928446
2015-2,2.161028294,0.123333333,2.166666667,1.90703125,1.52515625,0.96890625,0.61265625,0.2503125,4.515385372,5.702388907,4.921959718,2.664419048,2.6665625,0.043846031,1.044918792,-1.231183726,1.753226325,4.489084779,5.628737074,4.850031501,1.977831486,-1.889443822
2015-3,1.190465713,0.136666667,2.22,1.94359375,1.55578125,1.02328125,0.6925,0.3478125,4.867427081,6.421616657,6.51198966,4.631423879,3.01984375,0.364004034,1.437643503,0.885138906,3.677303972,4.922249581,6.428457284,6.518623804,5.680885391,-2.027380247
2015-4,-0.038101044,0.16,2.19,1.940645161,1.584193548,1.137258065,0.838225806,0.467258065,5.529088748,6.682611144,6.024065394,3.618194173,3.226935484,0.522708581,-3.386557634,0.718103974,3.808111132,5.580098357,6.666495679,6.005250636,2.152485342,-2.329516612
2016-1,-0.320192132,0.36,1.92,1.686557377,1.369836066,1.023442623,0.836229508,0.580983607,8.483991752,9.24124519,5.867499014,7.980583092,3.38442623,0.800667616,-11.06466817,0.007291926,8.518941602,8.517267623,9.232048865,5.852248066,6.765764103,-2.194154532
2016-2,2.815748977,0.373333333,1.753333333,1.535,1.24046875,0.91609375,0.77125,0.56625,7.016465449,7.733044284,7.809799959,12.76570166,2.91,0.154636866,0.057539007,-0.555001072,13.2866781,7.105412448,7.807377158,7.873626351,5.807613659,-2.33092847
2016-3,1.10793444,0.396666667,1.563333333,1.396875,1.12859375,0.8496875,0.728125,0.559375,6.479062731,7.133236292,6.488463362,8.370507038,2.6925,-0.056353029,-8.177078646,-0.478377168,10.17049286,6.588676397,7.221927216,6.592791178,4.616244764,-2.170039754
2016-4,2.101541441,0.45,2.13,1.935409836,1.614754098,1.238688525,1.009508197,0.755737705,6.260343188,6.965573492,4.320432588,5.730532663,2.501639344,-0.379413018,-22.2243961,-0.663616667,5.320863709,6.272997087,6.9465112,4.42391217,3.565850068,-2.106614267
2017-1,2.015816024,0.7,2.443333333,2.255483871,1.947903226,1.516451613,1.244354839,0.892580645,5.376203262,5.716989204,4.044853837,8.243646328,2.215806452,-0.20137641,18.03157358,0.722584992,8.708654243,5.42546268,5.735157194,4.195342415,2.913959109,-2.067958868
2017-2,1.283619113,0.95,2.263333333,2.072539683,1.811111111,1.472063492,1.297619048,1.125714286,5.101707232,4.910227252,4.852063019,9.887428694,2.231904762,-0.156663969,6.4717065,1.39442802,11.33254979,5.178530521,4.983380449,4.909775803,5.485741884,-1.940553735
2017-3,1.984470234,1.153333333,2.243333333,2.062539683,1.813492063,1.51015873,1.362698413,1.243492063,4.532459649,3.974381002,4.42097827,7.863217292,2.091746032,-0.17809894,5.937341256,-0.356795577,8.97074794,4.596673835,4.072167555,4.366241189,5.248334602,-1.666951275
2017-4,2.83323667,1.203333333,2.37,2.248064516,2.069193548,1.812903226,1.694354839,1.550322581,4.235616238,3.6936881,4.588235971,5.325964437,1.898360656,-0.205532484,0.09029453,-0.721117866,5.478016619,4.281099156,3.773707358,4.394296702,5.931291469,-1.184867954
2018-1,2.169499332,1.446666667,2.76,2.683934426,2.534918033,2.306721311,2.160491803,1.942459016,2.496026882,2.050378519,2.581499255,3.033823516,1.70852459,-0.282080486,-2.466087818,-3.089798467,2.293709989,2.421190643,1.950716772,2.292171029,2.991012494,-0.883202825
2018-2,3.546345469,1.736666667,2.92,2.8740625,2.765625,2.6090625,2.47703125,2.2521875,3.983940771,3.189018973,3.453972215,1.384368805,1.8565625,-0.191473559,-14.87053738,-5.950016227,0.141110823,3.665036457,2.819414593,2.99585225,4.044866066,-0.520770694
2018-3,1.315033947,1.923333333,2.926666667,2.882222222,2.809047619,2.743492063,2.665873016,2.46015873,4.223856201,3.357540719,2.961225007,3.286431168,1.886190476,-0.166424096,-11.71898885,-9.343717313,2.191819158,3.760330193,2.889166848,2.790961171,4.347805802,-0.513951859
2018-4,2.08502898,2.22,3.033333333,2.966557377,2.883606557,2.844262295,2.802786885,2.668196721,2.945588979,2.26829672,1.717311318,4.019411033,2.097540984,0.140143937,-14.36059392,-11.09943903,3.70334217,2.275934678,1.567326004,1.467666731,3.530866362,-0.763790349
2019-1,1.217842864,2.403333333,2.653333333,2.550327869,2.464918033,2.455409836,2.485081967,2.539672131,4.369803053,3.521000206,4.242307172,2.284904464,2.315409836,0.020975355,-11.24786358,-11.87368999,2.164803386,3.37842634,2.485563821,2.663065529,4.756090876,-0.641366971
2019-2,2.281980204,2.396666667,2.333333333,2.224920635,2.121111111,2.088253968,2.127936508,2.258888889,,,,,,,,,,,,,,-0.327402722
2019-3,1.299690909,2.19,1.796666667,1.7096875,1.62859375,1.63265625,1.6859375,1.845,,,,,,,,,,,,,,-0.118974888
2019-4,1.635515261,1.643333333,1.793333333,1.712903226,1.613387097,1.589677419,1.591129032,1.575806452,,,,,,,,,,,,,,-0.121135813
2020-1,1.300791164,1.26,1.376666667,1.278548387,1.14483871,1.093387097,1.081451613,1.067741935,,,,,,,,,,,,,,-1.876007215
2020-2,-1.722334174,0.06,0.686666667,0.542063492,0.357460317,0.240793651,0.193650794,0.174285714,,,,,,,,,,,,,,-11.03861866
2020-3,3.630502944,0.093333333,0.65,0.46234375,0.27171875,0.16453125,0.1409375,0.1346875,,,,,,,,,,,,,,-4.705191767
2020-4,1.930568245,0.09,0.863333333,0.615645161,0.369516129,0.196451613,0.149677419,0.114516129,,,,,,,,,,,,,,-4.046639823
2021-1,4.217500858,0.08,1.316666667,1.00147541,0.618032787,0.247868852,0.132131148,0.082459016,,,,,,,,,,,,,,-2.997456284
2021-2,6.044780686,0.07,1.593333333,1.27328125,0.840625,0.3540625,0.17421875,0.0596875,,,,,,,,,,,,,,-1.848072695
2021-3,5.756711685,0.09,1.323333333,1.0990625,0.7996875,0.43125,0.22578125,0.07546875,,,,,,,,,,,,,,-1.735005413
2021-4,6.901458327,0.08,1.536666667,1.414677419,1.180967742,0.818548387,0.531774194,0.200322581,,,,,,,,,,,,,,-0.54232413
2022-1,7.93153522,0.12,1.94,1.933548387,1.833870968,1.682580645,1.464516129,0.980322581,,,,,,,,,,,,,,-1.387281966
2022-2,,0.77,2.93,2.977258065,2.95,2.889193548,2.720483871,2.204354839,,,,,,,,,,,,,,
