,YGAP_BOJ,YGAP_CO,YGR,SR,LR9Y,LR10Y,INFLALL,INFL,INFLCC,PGR,DI,dumm2002,dumm2006,dumm2009,DSR,IOR,INFLANN
"1993-3",-1.0607748189999999,-2.6000000000000001,-0.63901545699999995,3.0832833329999998,4.3246666669999998,4.3736666670000002,0.79516934299999997,0.28715016500000001,0.32029457300000003,1.7,-34,0,0,0,-0.116536667,0,1.1486006600000001
"1993-4",-1.473492749,-2.7000000000000002,0.45266622400000001,2.4816933329999999,3.677,3.7456666670000001,-0.411532438,0.104924857,0.19498992400000001,1.7,-36,0,0,0,-0.60158999999999996,0,0.41969942799999999
"1994-1",-1.9815584260000001,-2,1.079133254,2.273793333,3.9463333330000001,3.999333333,0.48518531500000001,0.20251149500000001,0.25292217,1.7,-36,0,0,0,-0.2079,0,0.81004598000000005
"1994-2",-1.313014849,-2.8999999999999999,-0.46793025999999999,2.1093199999999999,4.1366666670000001,4.1589999999999998,-0.111210246,0.419947919,0.40160817700000001,1.6000000000000001,-27,0,0,0,-0.164473333,0,1.679791676
"1994-3",-1.181736634,-2.2000000000000002,1.1387323600000001,2.1337799999999998,4.5293333330000003,4.585,0.020698198000000001,-0.047494544999999999,0.030452474,1.6000000000000001,-22,0,0,0,0.024459999999999999,0,-0.18997818
"1994-4",-0.89830498400000003,-2.8999999999999999,-0.410144701,2.2659466670000001,4.6036666669999997,4.6546666669999999,0.42112513899999998,-0.079223273999999996,-0.075552567000000001,1.6000000000000001,-18,0,0,0,0.13216666699999999,0,-0.31689309599999999
"1995-1",-0.47953375599999998,-2.2000000000000002,1.125901268,2.2187033330000001,4.4299999999999997,4.4429999999999996,-0.20001107300000001,0.10927402999999999,0.138530766,1.6000000000000001,-17,0,0,0,-0.047243333999999998,0,0.43709611999999998
"1995-2",-0.33126034900000001,-1.6000000000000001,1.0597793040000001,1.371666667,3.3149999999999999,3.3730000000000002,-0.25268911599999999,-0.19068195299999999,-0.160620129,1.5,-15,0,0,0,-0.84703666600000005,0,-0.76272781199999995
"1995-3",-0.57819021900000001,-0.80000000000000004,1.167230556,0.80000000000000004,3.0513333330000001,3.0996666670000002,0.042674479000000001,0.059314507000000002,0.103206113,1.5,-21,0,0,0,-0.57166666700000002,0,0.23725802800000001
"1995-4",0.075334654000000001,-0.90000000000000002,0.24458568999999999,0.46333333300000001,2.9199999999999999,2.968,-0.23402930699999999,0.067529407999999999,0.15548796000000001,1.5,-19,0,0,0,-0.33666666699999998,0,0.270117632
"1996-1",0.24759043,-0.40000000000000002,0.89038409600000001,0.46333333300000001,3.197333333,3.25,0.116928517,-0.013402847000000001,0.120339892,1.3999999999999999,-15,0,0,0,0,0,-0.053611388000000003
"1996-2",0.50056733399999997,0.40000000000000002,1.163167812,0.47666666699999999,3.2353333329999998,3.323,0.22566198300000001,0.054035069999999998,0.043062838999999999,1.3999999999999999,-8,0,0,0,0.013333334000000001,0,0.21614027999999999
"1996-3",0.95287762200000004,0.10000000000000001,0.041909512000000003,0.46333333300000001,3.0823333329999998,3.1583333329999999,0.100212,0.120201381,0.13394409600000001,1.3,-9,0,0,0,-0.013333334000000001,0,0.48080552399999998
"1996-4",1.1741450499999999,1,1.162906481,0.48333333299999998,2.645666667,2.729666667,0.047809419999999998,0.11009385200000001,0.15722058699999999,1.2,-7,0,0,0,0.02,0,0.44037540800000002
"1997-1",1.698570463,1,0.28244122700000002,0.49666666700000001,2.4923333329999999,2.5870000000000002,0.19976545700000001,0.170325436,0.015925506999999998,1.2,-4,0,0,0,0.013333334000000001,0,0.68130174399999999
"1997-2",1.2493687659999999,0.10000000000000001,-0.65628442300000001,0.49666666700000001,2.5070000000000001,2.592666667,0.287317769,0.25167950700000002,0.30036395100000002,1.1000000000000001,-6,0,0,0,0,0,1.0067180280000001
"1997-3",0.86547686400000001,0,0.22266382900000001,0.48999999999999999,2.2446666670000002,2.3580000000000001,0.22888807999999999,0.213446056,0.25843146299999997,1,-14,0,0,0,-0.0066666670000000003,0,0.85378422399999998
"1997-4",0.34271168000000002,-0.20000000000000001,0.037061123000000001,0.453333333,1.870333333,1.954,-0.026921420000000001,0.19814543800000001,0.241783423,1,-22,0,0,0,-0.036666667,0,0.79258175200000003
"1998-1",-0.33321558800000001,-1.6000000000000001,-1.136024946,0.43333333299999999,1.8493333329999999,1.927,0.047951757999999997,-0.238424742,-0.095696891000000006,0.90000000000000002,-35,0,0,0,-0.02,0,-0.95369896799999998
"1998-2",-0.99114008799999997,-2.2000000000000002,-0.40008302699999998,0.43666666700000001,1.5716666669999999,1.661333333,0.063227393000000007,-0.115755175,0.0031000279999999999,0.90000000000000002,-42,0,0,0,0.0033333339999999999,0,-0.46302070000000001
"1998-3",-1.7608376489999999,-2.2000000000000002,0.17276107700000001,0.38666666700000002,1.326666667,1.413666667,-0.36201657900000001,-0.122406954,-0.071051570999999994,0.90000000000000002,-48,0,0,0,-0.050000000000000003,0,-0.48962781599999999
"1998-4",-2.2602207679999999,-1.7,0.78414985800000003,0.23000000000000001,1.052666667,1.1200000000000001,0.77096633199999998,0.087566052000000005,0.13622403799999999,0.90000000000000002,-49,0,0,0,-0.15666666700000001,0,0.35026420800000002
"1999-1",-2.3112858209999998,-3.2000000000000002,-1.2905957699999999,0.14999999999999999,1.8276666669999999,1.9490000000000001,-0.53122276499999999,0.021966532,0.022881871000000002,0.90000000000000002,-44,0,0,0,-0.080000000000000002,0,0.087866128000000002
"1999-2",-2.7705612839999998,-3,0.363648319,0.029999999999999999,1.3839999999999999,1.5149999999999999,-0.14823330600000001,-0.070340466000000004,-0.0053724380000000002,0.90000000000000002,-37,0,0,0,-0.12,0,-0.28136186400000002
"1999-3",-1.9704116270000001,-2.7000000000000002,0.56193684600000005,0.029999999999999999,1.653333333,1.7653333330000001,-0.107972551,-0.13162765900000001,-0.14993606900000001,0.90000000000000002,-32,0,0,0,0,0,-0.52651063600000003
"1999-4",-1.5424994919999999,-2.8999999999999999,0.064309493999999995,0.023333333000000001,1.7283333329999999,1.7406666669999999,-0.18234823999999999,0.064883792999999995,-0.0079370420000000001,0.90000000000000002,-26,0,0,0,-0.0066666670000000003,0,0.25953517199999998
"2000-1",-1.0991960620000001,-1.3,1.8698669349999999,0.023333333000000001,1.7186666669999999,1.7736666670000001,-0.25117693299999999,0.040951288000000002,-0.066795676999999998,0.90000000000000002,-23,0,0,0,0,0,0.16380515200000001
"2000-2",-0.29445071699999997,-1.3,0.21185298399999999,0.02,1.6403333330000001,1.7070000000000001,-0.195856482,-0.125597559,-0.26716695099999999,0.90000000000000002,-18,0,0,0,-0.003333333,0,-0.50239023599999999
"2000-3",0.21586735700000001,-1.3999999999999999,0.075190367999999994,0.14333333300000001,1.7026666669999999,1.7729999999999999,-0.092872096000000001,-0.143524706,-0.20298790899999999,1,-15,0,0,0,0.123333333,0,-0.57409882400000001
"2000-4",0.70440140500000004,-0.69999999999999996,0.98528126100000002,0.24666666700000001,1.627,1.731666667,-0.290586328,-0.40518034600000002,-0.463595062,1,-14,0,0,0,0.103333334,0,-1.6207213840000001
"2001-1",-0.036394391999999998,-0.40000000000000002,0.50955758600000001,0.203333333,1.253333333,1.3613333329999999,0.14414210599999999,-0.14504956999999999,-0.16536065699999999,1,-22,0,0,0,-0.043333334000000001,0,-0.58019827999999996
"2001-2",-0.80458318100000004,-1.2,-0.46502896300000002,0.02,1.1259999999999999,1.2689999999999999,-0.47206383400000002,-0.17881831100000001,-0.209776826,1,-27,0,0,0,-0.18333333299999999,0,-0.71527324400000003
"2001-3",-2.0587209450000001,-2.3999999999999999,-1.0245863390000001,0.0083333330000000001,1.2023333329999999,1.3420000000000001,-0.169268155,-0.15810928299999999,-0.126906878,1,-36,0,0,0,-0.011666667,0,-0.63243713199999996
"2001-4",-2.4841844000000002,-2.8999999999999999,-0.29240602799999998,0.0023333329999999999,1.2170000000000001,1.352333333,-0.47419335099999999,-0.28833899099999999,-0.28740749199999999,1,-40,0,0,0,-0.0060000000000000001,0,-1.153355964
"2002-1",-3.0158160779999998,-3,0.141065681,0.0013333329999999999,1.3866666670000001,1.4646666669999999,-0.29026206700000001,-0.23249318799999999,-0.088362280000000001,1,-41,1,0,0,-0.001,0,-0.92997275199999996
"2002-2",-3.030509146,-2.6000000000000001,0.76323927999999996,0.001,1.262666667,1.3753333329999999,0.049179904000000003,-0.23751277500000001,-0.20009732099999999,1.1000000000000001,-32,0,0,0,-0.000333333,0,-0.95005110000000004
"2002-3",-2.3808020079999999,-2.5,0.31575656299999999,0.0030000000000000001,1.1033333329999999,1.231333333,-0.108343355,-0.229328854,-0.16044858100000001,1.1000000000000001,-30,0,0,0,0.002,0,-0.91731541599999999
"2002-4",-2.286588515,-2.5,0.26795853800000002,0.002,0.88466666699999996,1.014,-0.165955302,-0.18400517499999999,-0.127852471,1.1000000000000001,-28,0,0,0,-0.001,0,-0.73602069999999997
"2003-1",-2.2331445470000002,-2.7000000000000002,0.053641288000000002,0.0016666669999999999,0.70666666700000003,0.798666667,-0.018438644000000001,-0.048582755999999998,-0.12876416099999999,1.1000000000000001,-26,0,0,0,-0.000333333,0,-0.19433102399999999
"2003-2",-2.2203623189999999,-2.3999999999999999,0.64756827400000005,0.001,0.53300000000000003,0.59799999999999998,0.070106878999999997,0.072849084999999994,-0.0018181409999999999,1.1000000000000001,-26,0,0,0,-0.00066666700000000002,0,0.29139633999999998
"2003-3",-2.0845945380000002,-2.2999999999999998,0.39044459500000001,0.0016666669999999999,1.122333333,1.1986666669999999,-0.13693780899999999,0.004831798,0.085115990000000002,1.1000000000000001,-21,0,0,0,0.00066666700000000002,0,0.019327192
"2003-4",-1.6273176709999999,-1.5,1.1071699580000001,0.001,1.294333333,1.381666667,-0.21310369900000001,-0.022098915,-0.051858516,1.1000000000000001,-15,0,0,0,-0.00066666700000000002,0,-0.088395660000000001
"2004-1",-1.311808342,-1,0.77618760799999997,0.00066666700000000002,1.2066666669999999,1.310666667,0.15253513299999999,-0.117223354,-0.091723892000000001,1.1000000000000001,-5,0,0,0,-0.000333333,0,-0.46889341600000001
"2004-2",-1.443871321,-1.3,-0.062535964999999999,0.00066666700000000002,1.482,1.586666667,-0.091103314000000005,-0.057159751000000002,-0.136966383,1.1000000000000001,0,0,0,0,0,0,-0.22863900400000001
"2004-3",-1.057194116,-1,0.63120314399999999,0.00066666700000000002,1.5436666670000001,1.651,0.024279101000000001,0.044261808999999999,-0.079155768000000001,1.1000000000000001,2,0,0,0,0,0,0.177047236
"2004-4",-1.311026756,-1.5,-0.20871598599999999,0.001,1.3256666669999999,1.455333333,0.41868260000000002,-0.032633549999999997,-0.15342291499999999,1,1,0,0,0,0.000333333,0,-0.13053419999999999
"2005-1",-0.77335361000000002,-1.2,0.46741744400000002,0.0013333329999999999,1.2676666670000001,1.397333333,-0.29986350099999998,-0.015979403,-0.091474673000000006,1,-2,0,0,0,0.000333333,0,-0.063917611999999999
"2005-2",-0.70563320699999998,-0.80000000000000004,0.68216774800000002,0.001,1.1293333329999999,1.274666667,-0.225884155,-0.017181749999999999,-0.068566919000000004,0.90000000000000002,1,0,0,0,-0.000333333,0,-0.068726999999999996
"2005-3",-0.36077439100000003,-0.10000000000000001,0.97338943300000003,0.001,1.2126666669999999,1.3420000000000001,-0.232021054,-0.16153699599999999,-0.272153806,0.90000000000000002,2,0,0,0,0,0,-0.64614798399999995
"2005-4",0.038703963000000001,-0.10000000000000001,0.16626738099999999,0.001,1.4379999999999999,1.522666667,0.020815614,0.071593001000000003,-0.129312805,0.80000000000000004,5,0,0,0,0,0,0.28637200400000001
"2006-1",0.33452850000000001,-0.10000000000000001,0.164917866,0.0013333329999999999,1.5173333330000001,1.568333333,0.33185828699999997,0.115954744,-0.16467542399999999,0.69999999999999996,5,0,1,0,0.000333333,0,0.46381897599999999
"2006-2",0.56503797600000005,0,0.273156803,0.019333333000000001,1.8516666669999999,1.8879999999999999,0.056203055000000002,0.010443236999999999,-0.059828144,0.59999999999999998,6,0,0,0,0.017999999999999999,0,0.041772947999999997
"2006-3",0.89014591399999998,-0.29999999999999999,-0.17746755,0.222,1.7463333329999999,1.800333333,0.15346473899999999,0.013147495,0.035273467000000003,0.5,6,0,0,0,0.20266666699999999,0,0.052589980000000001
"2006-4",1.3537087619999999,0.90000000000000002,1.2930282980000001,0.255333333,1.618333333,1.701333333,-0.18640652299999999,0.014419444999999999,-0.039354570999999998,0.40000000000000002,8,0,0,0,0.033333333,0,0.057677779999999998
"2007-1",1.4360865439999999,1.5,0.72241803500000001,0.37766666700000001,1.5960000000000001,1.679,-0.106886114,-0.17607330900000001,-0.056729452,0.29999999999999999,8,0,0,0,0.122333334,0,-0.70429323600000004
"2007-2",1.502270891,1.6000000000000001,0.14401760599999999,0.51400000000000001,1.677,1.746,0.064546594999999998,0.044538748000000003,-0.068144326000000005,0.20000000000000001,7,0,0,0,0.136333333,0,0.17815499200000001
"2007-3",1.592423216,1.1000000000000001,-0.506055543,0.498,1.649333333,1.7223333329999999,0.074025235999999994,0.0077461070000000003,0.015805829,0.10000000000000001,4,0,0,0,-0.016,0,0.030984428000000001
"2007-4",1.986474866,1.6000000000000001,0.46079331699999998,0.501,1.466,1.572666667,0.53242802,0.58488631899999999,0.11432321099999999,0.10000000000000001,2,0,0,0,0.0030000000000000001,0,2.339545276
"2008-1",1.719816207,1.8999999999999999,0.34692774999999998,0.50566666699999996,1.2709999999999999,1.3966666670000001,0.30559086600000002,0.35570914799999998,0.209504155,0,-4,0,0,0,0.0046666670000000002,0,1.4228365919999999
"2008-2",1.2489577590000001,1.3999999999999999,-0.45660110999999998,0.50666666699999996,1.526666667,1.613,0.43707841400000003,0.46732165399999998,0.45605049600000003,-0.10000000000000001,-7,0,0,0,0.001,0,1.8692866159999999
"2008-3",-0.011388219999999999,0.20000000000000001,-1.2535551819999999,0.50066666699999995,1.431333333,1.522333333,0.89802538399999998,0.96031715500000003,0.42590472099999999,-0.10000000000000001,-14,0,0,0,-0.0060000000000000001,0,3.8412686200000001
"2008-4",-1.551020973,-2.2000000000000002,-2.4245576080000002,0.33300000000000002,1.3606666670000001,1.4343333330000001,-0.566724373,-0.72047590800000005,0.075346131999999996,-0.10000000000000001,-24,0,0,0,-0.16766666699999999,0.066666666999999999,-2.8819036320000002
"2009-1",-5.8071522790000003,-6.9000000000000004,-4.7832803779999997,0.11033333300000001,1.1850000000000001,1.288333333,-0.92977668400000002,-0.75931042299999996,-0.328112195,-0.10000000000000001,-46,0,0,1,-0.22266666700000001,0.10000000000000001,-3.0372416919999998
"2009-2",-5.9597186459999998,-5,2.083359867,0.103333333,1.3613333329999999,1.449666667,-0.41602581,-0.45346299699999998,-0.26995414200000001,0,-45,0,0,0,-0.0070000000000000001,0.10000000000000001,-1.8138519879999999
"2009-3",-4.9745994109999998,-4.9000000000000004,0.056989624000000003,0.103333333,1.221666667,1.3533333329999999,-0.32935495199999998,-0.409861107,-0.314920225,0.10000000000000001,-38,0,0,0,0,0.10000000000000001,-1.639444428
"2009-4",-3.8294407640000001,-3.6000000000000001,1.3915723689999999,0.104,1.1899999999999999,1.3213333330000001,-0.354665815,-0.100493184,-0.280262291,0.20000000000000001,-32,0,0,0,0.00066666700000000002,0.10000000000000001,-0.401972736
"2010-1",-2.8328355790000002,-2.8999999999999999,0.84600841699999996,0.098000000000000004,1.189333333,1.343,0.19649099,0.018685073,-0.19205599300000001,0.20000000000000001,-24,0,0,0,-0.0060000000000000001,0.10000000000000001,0.074740292
"2010-2",-2.2204378710000001,-1.7,1.325180749,0.092999999999999999,1.119,1.286,-0.27194305099999999,-0.50555659600000002,-0.642578643,0.29999999999999999,-15,0,0,0,-0.0050000000000000001,0.10000000000000001,-2.0222263840000001
"2010-3",-1.3148019710000001,0,1.8435305179999999,0.093333333000000004,0.90300000000000002,1.0569999999999999,-0.48970239500000001,-0.50929990000000003,-0.49657527099999998,0.40000000000000002,-10,0,0,0,0.000333333,0.10000000000000001,-2.0371996000000001
"2010-4",-1.253016057,-0.90000000000000002,-0.80898652199999999,0.089666667000000005,0.91366666699999999,1.0476666670000001,0.34616429199999998,0.23071058699999999,0.13880552199999999,0.40000000000000002,-11,0,0,0,-0.0036666659999999998,0.10000000000000001,0.92284234799999998
"2011-1",-1.6312278929999999,-2.3999999999999999,-1.4340628339999999,0.087666667000000004,1.1333333329999999,1.2509999999999999,-0.190844929,-0.093419033999999998,-0.31713145599999998,0.5,-9,0,0,0,-0.002,0.10000000000000001,-0.37367613599999999
"2011-2",-2.3151815189999998,-3.2000000000000002,-0.65324943800000002,0.066666666999999999,1.0509999999999999,1.185666667,-0.046952749000000002,0.119469135,-0.067260103000000002,0.59999999999999998,-18,0,0,0,-0.021000000000000001,0.10000000000000001,0.47787654000000002
"2011-3",-1.250445872,-0.90000000000000002,2.5237505750000002,0.078,0.91900000000000004,1.058666667,0.092871597,0.0025832860000000002,-0.100653123,0.59999999999999998,-9,0,0,0,0.011333332999999999,0.10000000000000001,0.010333144000000001
"2011-4",-0.47371851399999998,-1.2,-0.16085254900000001,0.078666666999999996,0.88300000000000001,1.0089999999999999,-0.092636675000000002,-0.107618755,-0.226830738,0.69999999999999996,-7,0,0,0,0.00066666700000000002,0.10000000000000001,-0.43047501999999999
"2012-1",-0.129214944,-0.20000000000000001,1.2617159549999999,0.083000000000000004,0.86633333300000004,0.98833333300000004,0.205385237,-0.033575674,-0.045136968,0.69999999999999996,-6,0,0,0,0.004333333,0.10000000000000001,-0.134302696
"2012-2",-0.78582945299999996,-1.1000000000000001,-0.79870456499999998,0.078333333000000005,0.77233333299999996,0.89233333299999995,-0.052032572999999999,0.11051464699999999,-0.018862481,0.69999999999999996,-4,0,0,0,-0.0046666670000000002,0.10000000000000001,0.44205858799999997
"2012-3",-1.228907784,-1.7,-0.35979887399999999,0.085000000000000006,0.680666667,0.79700000000000004,-0.40217910800000001,-0.106337982,-0.077411091000000001,0.80000000000000004,-6,0,0,0,0.0066666670000000003,0.10000000000000001,-0.42535192799999999
"2012-4",-1.359077713,-1.6000000000000001,0.25017214599999998,0.084333332999999996,0.64200000000000002,0.75600000000000001,0.098282868999999995,0.038701658999999999,-0.243513848,0.80000000000000004,-9,0,0,0,-0.00066666700000000002,0.10000000000000001,0.154806636
"2013-1",-1.300651588,-0.69999999999999996,1.1732704119999999,0.082666666999999999,0.61033333300000003,0.71266666700000003,-0.490843427,-0.59643395300000002,-0.61451320700000001,0.80000000000000004,-8,0,0,0,-0.001666666,0.10000000000000001,-2.3857358120000001
"2013-2",-0.90945802399999998,-0.10000000000000001,0.83249918000000001,0.072999999999999995,0.68333333299999999,0.73599999999999999,0.57891627300000004,0.70545238700000001,0.60994914899999997,0.80000000000000004,-2,0,0,0,-0.0096666670000000003,0.10000000000000001,2.8218095480000001
"2013-3",-0.35770519699999997,0.59999999999999998,0.83235681800000005,0.072666667000000004,0.71166666700000003,0.76933333299999995,0.78350001800000002,0.64687206399999997,0.27932644600000001,0.80000000000000004,2,0,0,0,-0.000333333,0.10000000000000001,2.5874882559999999
"2013-4",0.41893019100000001,0.29999999999999999,-0.047723278000000001,0.072333333,0.57499999999999996,0.64066666699999997,0.64017924000000004,0.42055628499999997,0.34009107500000002,0.80000000000000004,8,0,0,0,-0.00033333400000000002,0.10000000000000001,1.6822251399999999
"2014-1",0.57528884300000005,1,0.95386675700000001,0.073999999999999996,0.554666667,0.629,-0.75422584299999995,-0.688408413,-0.61831163499999997,0.80000000000000004,12,0,0,0,0.0016666669999999999,0.10000000000000001,-2.753633652
"2014-2",-0.120352,-1,-1.8596677129999999,0.066666666999999999,0.52400000000000002,0.60266666700000004,1.043850527,1.104444094,0.92184418899999998,0.80000000000000004,7,0,0,0,-0.007333333,0.10000000000000001,4.4177763759999999
"2014-3",-0.19396814100000001,-1.2,0.085857077000000004,0.067000000000000004,0.452333333,0.53366666699999998,0.45247969799999999,0.374133147,0.25525446200000002,0.90000000000000002,4,0,0,0,0.000333333,0.10000000000000001,1.496532588
"2014-4",-0.19306794299999999,-0.90000000000000002,0.47685029099999998,0.064000000000000001,0.36699999999999999,0.44900000000000001,-0.19079706900000001,-0.028353874000000001,0.18318969700000001,0.90000000000000002,5,0,0,0,-0.0030000000000000001,0.10000000000000001,-0.113415496
"2015-1",-0.028526254000000001,0.20000000000000001,1.3361117870000001,0.073333333000000001,0.27366666699999997,0.34066666699999998,0.73053822000000002,0.49456316700000003,0.96416860699999996,0.90000000000000002,7,0,0,0,0.0093333329999999992,0.10000000000000001,1.9782526680000001
"2015-2",-0.31432702400000001,0.20000000000000001,0.17246621500000001,0.067333332999999995,0.33666666699999998,0.40433333300000002,-0.34550587199999999,-0.52495489200000001,-0.46811202499999999,0.90000000000000002,7,0,0,0,-0.0060000000000000001,0.10000000000000001,-2.099819568
"2015-3",-0.38935919699999999,-0.10000000000000001,-0.057325399999999999,0.074333333000000001,0.319333333,0.39533333300000001,0.054620386999999999,-0.025600853999999999,0.356843778,0.90000000000000002,8,0,0,0,0.0070000000000000001,0.10000000000000001,-0.102403416
"2015-4",-0.47926109300000003,-0.80000000000000004,-0.41201753600000002,0.076333333000000003,0.23200000000000001,0.31,-0.19140132100000001,0.024639748,0.30096814999999999,0.90000000000000002,9,0,0,0,0.002,0.10000000000000001,0.098558991999999998
"2016-1",-0.40672636099999998,-0.29999999999999999,0.70583205299999996,0.034666666999999998,-0.0023333329999999999,0.061666667000000001,0.25210612100000002,0.173347842,0.48887740800000001,0.90000000000000002,7,0,0,0,-0.041666665999999998,-0.033333333,0.69339136800000001
"2016-2",-0.55745434299999996,-0.5,0.033517655,-0.050333333000000001,-0.167333333,-0.119666667,-0.32225425400000002,-0.48620629100000001,-0.31479675099999999,1,4,0,0,0,-0.085000000000000006,-0.10000000000000001,-1.9448251640000001
"2016-3",-0.23590231,-0.5,0.25434071899999999,-0.045999999999999999,-0.179666667,-0.12933333299999999,-0.13829175299999999,-0.10606023000000001,-0.024833396000000001,1,5,0,0,0,0.004333333,-0.10000000000000001,-0.42424092000000002
"2016-4",0.226248648,-0.59999999999999998,0.19205791799999999,-0.043333333000000002,-0.046333332999999997,-0.0046666670000000002,0.55151982600000005,0.18550744699999999,0.097694156000000004,1,7,0,0,0,0.0026666670000000002,-0.10000000000000001,0.74202978799999997
"2017-1",0.47747088199999999,0,0.88402740599999996,-0.041666666999999998,0.039666667000000003,0.073999999999999996,0.0084955949999999999,0.41943285200000002,0.14889321599999999,1,10,0,0,0,0.001666666,-0.10000000000000001,1.6777314080000001
"2017-2",0.86419489800000004,0.29999999999999999,0.42764131799999999,-0.054333332999999998,0.005333333,0.042333333000000001,0.057293218999999999,-0.062771129999999994,-0.10954415000000001,1,12,0,0,0,-0.012666666,-0.10000000000000001,-0.25108451999999998
"2017-3",1.021223032,0.59999999999999998,0.71369940300000001,-0.053666667000000001,0.017333332999999999,0.048333332999999999,0.065181797,0.175300279,0.089339875999999999,1.1000000000000001,15,0,0,0,0.000666666,-0.10000000000000001,0.70120111600000001
"2017-4",1.2824413100000001,0.69999999999999996,0.308647542,-0.042333333000000001,0.014333333,0.050333333000000001,0.44059862900000002,0.338612892,0.18478413399999999,1.1000000000000001,16,0,0,0,0.011333334,-0.10000000000000001,1.354451568
"2018-1",1.335427393,0.29999999999999999,-0.066117201,-0.048000000000000001,0.029999999999999999,0.060999999999999999,0.61362400800000005,0.300465502,0.154883624,1.1000000000000001,17,0,0,0,-0.0056666670000000002,-0.10000000000000001,1.201862008
"2018-2",1.5156400510000001,0.59999999999999998,0.40856726100000001,-0.065000000000000002,0.011666667,0.045666667000000001,-0.40574429000000001,-0.0043351170000000003,-0.11481566999999999,1.1000000000000001,16,0,0,0,-0.017000000000000001,-0.10000000000000001,-0.017340468000000001
"2018-3",1.269288521,-0.29999999999999999,-0.479367021,-0.062666666999999995,0.052333333000000003,0.094333333000000005,0.52329465500000005,0.30995310199999998,0.14012124100000001,1.1000000000000001,15,0,0,0,0.0023333329999999999,-0.10000000000000001,1.2398124079999999
"2018-4",1.982288963,-0.10000000000000001,0.4099526,-0.066000000000000003,0.043999999999999997,0.10199999999999999,0.093501496000000003,0.237364821,0.140906055,1.1000000000000001,16,0,0,0,-0.003333333,-0.10000000000000001,0.94945928400000001
"2019-1",1.299599312,0.20000000000000001,0.70347172400000002,-0.054333332999999998,-0.077333333000000004,-0.014999999999999999,0.040770094999999999,0.20725966400000001,0.22652612,1.1000000000000001,12,0,0,0,0.011666667,-0.10000000000000001,0.82903865600000004