,GDPDEF,INFL,UNRATE,UNRATENSA,FEDFUNDS,DFEDFUNDS,LONGRATE,LR7Y,LR5Y,LR3Y,LR2Y,LR1Y,DM2SL,DM2MSL,DMZMSL,DM1SL,BAA10Y,EBP,DMBSL,EXCSR,DSHO,DDIV_M1,DDIV_M2,DDIV_M2M,DDIV_MZM,DDIV_M4,YGAP,SPD,DINFL,DLONGRATE,rinfl,rygap,rr,rr1,PGR
1967-2,18.695,2.037811084,3.833,3.767,3.99,-0.833,4.82,#N/A,4.76359375,4.62953125,#N/A,4.24953125,9.472234187,5.558879884,5.558879884,5.50362208,#N/A,#N/A,5.153272435,0.01855,#N/A,5.503589324,6.907097048,5.461873276,5.461873276,6.812285448,3.015395789,0.85515625,0.379,0.237,-0.224527343,-0.926374046,2.261527343,3.797602824,4.3865
1967-3,18.874,3.811682068,3.8,3.833,3.893333333,-0.097,5.246666667,#N/A,5.311904762,5.234603175,#N/A,5.127301587,10.71811668,7.273483316,7.273483316,8.710687752,#N/A,#N/A,6.117181594,0.01915,#N/A,8.710637382,9.208223151,7.999324578,7.999324578,9.445389449,2.85869588,1.36126984,1.772,0.427,1.38760613,-0.114409956,2.42139387,2.76299502,4.37561
1967-4,19.084,4.425989622,3.9,3.667,4.173333333,0.28,5.643333333,#N/A,5.696721311,5.642295082,#N/A,5.560819672,8.372398677,4.906190406,4.906190406,6.483840621,#N/A,#N/A,6.8821884,0.01749,#N/A,6.337606595,6.60399084,5.594495916,5.594495916,7.078550285,2.493140427,1.47803279,0.614,0.396,0.577830508,-0.31388018,3.845169492,2.549876548,4.42887
1968-1,19.295,4.398282934,3.733,4,4.79,0.614,5.61,#N/A,5.626451613,5.647903226,#N/A,5.476129032,6.795295268,2.534768239,2.534768239,5.227883456,#N/A,#N/A,6.167720765,0.01756,#N/A,5.301910432,4.952548323,3.798754994,3.798754994,5.796688946,3.430895281,0.84112903,-0.007,-0.033,0.079753283,1.007776297,4.336246717,2.141297331,4.43282
1968-2,19.499,4.206874886,3.567,3.533,5.983333333,1.193,5.743333333,#N/A,5.865322581,5.897096774,#N/A,5.951451613,6.533403772,3.551369881,3.551369881,6.794977883,#N/A,#N/A,5.910282067,0.01619,#N/A,6.796274547,5.659817224,4.872331883,4.872331883,5.222250692,4.010520014,-0.2295161,-0.232,0.133,-0.26275948,0.693097847,4.44675948,2.97386468,4.39265
1968-3,19.69,3.899084179,3.533,3.6,5.946666667,-0.037,5.46,#N/A,5.5246875,5.4521875,#N/A,5.51,7.692073645,4.074638583,4.074638583,7.72631572,#N/A,#N/A,7.024032123,0.01621,#N/A,7.86699658,6.465571836,5.528223425,5.528223425,7.412976501,3.656103543,-0.486875,-0.267,-0.283,-0.469440734,-0.116483315,4.386440734,3.401781776,4.4532
1968-4,19.968,5.608039814,3.4,3.2,5.916666667,-0.026,5.77,#N/A,5.775,5.749354839,#N/A,5.832419355,9.162719997,5.474577653,5.474577653,8.534391187,#N/A,#N/A,7.467442402,0.01476,#N/A,8.532878916,7.729959062,6.737501731,6.737501731,7.94657542,2.906051705,-0.0814516,1.687,0.31,1.46787599,-0.501600509,4.13612401,3.043116372,4.4751
1969-1,20.174,4.105461778,3.4,3.633,6.566666667,0.65,6.176666667,#N/A,6.331147541,6.305409836,#N/A,6.362622951,6.771852308,3.865040987,3.865040987,7.153894074,#N/A,#N/A,5.576158927,0.01064,#N/A,6.95196603,5.602899819,4.918092663,4.918092663,6.231080807,3.402246863,-0.3577049,-1.501,0.407,-1.352701508,0.682197947,5.455701508,2.332603376,4.28788
1969-2,20.431,5.06348345,3.433,3.4,8.326666667,1.76,6.353333333,#N/A,6.526031746,6.53015873,#N/A,6.574285714,3.505230915,0.569435643,0.569435643,3.197885121,#N/A,#N/A,3.19661204,0.01062,#N/A,3.198935079,2.100036952,1.450594579,1.450594579,2.208119022,2.66137736,-1.7992063,0.957,0.176,0.745859085,-0.488619975,4.314140915,2.752548865,4.09042
1969-3,20.718,5.579812951,3.567,3.667,8.983333333,0.656,6.856666667,6.981428571,7.201904762,7.456349206,#N/A,7.652857143,2.534278723,-1.510780346,-1.510780346,1.787638496,#N/A,#N/A,3.221647417,0.01102,#N/A,1.788223069,0.070686496,-0.665226644,-0.665226644,0.106850442,2.346804113,-1.9806349,0.516,0.504,0.405466896,-0.019058279,5.170533104,1.942659132,3.86092
1969-4,20.985,5.12200366,3.567,3.333,8.94,-0.043,7.296666667,7.316393443,7.675409836,7.784590164,#N/A,7.899180328,3.430160513,0.0571143,0.0571143,3.223966791,#N/A,#N/A,5.71494211,0.00991,#N/A,3.225105613,1.51310289,0.96466402,0.96466402,2.493424454,0.918422856,-1.4908197,-0.457,0.44,-0.496274465,-1.104518828,5.615274465,1.582833599,3.66629
1970-1,21.28,5.583907075,4.167,4.5,8.573333333,-0.367,7.366666667,7.4555,7.728833333,7.722666667,#N/A,7.55,1.477316376,-2.520776031,-2.520776031,4.236982498,#N/A,#N/A,4.075124732,0.00787,#N/A,4.503155285,-0.046777999,-0.633140607,-0.633140607,1.225238974,-0.108421271,-1.1378333,0.48,0.07,0.471524166,-0.747211124,5.127475834,0.217158131,3.49652
1970-2,21.577,5.544107234,4.767,4.667,7.886666667,-0.693,7.713333333,7.736307692,7.771692308,7.717230769,#N/A,7.446769231,2.690567757,-5.380857883,-5.380857883,2.971589894,#N/A,#N/A,6.546090121,0.00723,#N/A,3.037594596,-1.516619099,-2.877819669,-2.877819669,-0.422021103,-0.793540803,-0.118,-0.059,0.346,0.125277787,-0.460460025,5.414722213,-0.720902039,3.32022
1970-3,21.754,3.267886446,5.167,5.167,6.706666667,-1.177,7.46,7.53765625,7.4871875,7.38203125,#N/A,6.940625,8.935558046,4.604242387,4.604242387,5.243041818,#N/A,#N/A,7.366529567,0.00833,#N/A,5.113500381,5.607855521,4.769693598,4.769693598,5.750201098,-0.673434946,0.78625,-2.274,-0.253,-1.998466686,0.270509169,5.264466686,-1.300859688,3.18535
1970-4,22.042,5.260830239,5.833,5.4,5.566666667,-1.136,6.853333333,6.761639344,6.50442623,6.31147541,#N/A,5.641147541,10.61162471,8.066111078,8.066111078,7.11437657,#N/A,#N/A,7.458274717,0.00976,#N/A,6.91853951,8.289351204,7.672861146,7.672861146,8.775280714,-2.491392234,1.31916667,1.991,-0.607,1.927624238,-1.722831012,3.329375762,-1.085333137,3.07927
1971-1,22.376,6.015692652,5.933,6.5,3.856666667,-1.71,6.016666667,5.815901639,5.45852459,5.032295082,#N/A,4.034262295,12.63107219,9.259931023,9.259931023,6.621950567,#N/A,#N/A,8.309237313,0.00925,#N/A,6.626348175,9.617301043,8.209075598,8.209075598,10.60641221,-0.606115631,2.11245902,0.773,-0.836,1.295334051,1.819416887,4.734665949,-2.717710376,3.05909
1971-2,22.67,5.221403448,5.9,5.833,4.566666667,0.706,6.246666667,6.315238095,6.158571429,5.841111111,#N/A,5.004126984,15.15773292,11.20094934,11.20094934,8.381721799,#N/A,#N/A,7.696551434,0.0079,#N/A,8.569406747,12.46884151,10.15547293,10.15547293,12.00391806,-0.839127301,1.66984127,-0.812,0.23,-0.166949174,-0.254569123,5.384949174,-0.819103851,3.09748
1971-3,22.901,4.055245284,6.033,5.967,5.476666667,0.91,6.483333333,6.59609375,6.5128125,6.32875,#N/A,5.75203125,11.73741041,9.275009782,9.275009782,6.853054031,#N/A,#N/A,8.33558138,0.00756,#N/A,6.733834935,9.571246218,8.379040347,8.379040347,9.809325587,-0.799617079,1.019375,-1.165,0.236,-0.707813445,0.052968597,4.760813445,-1.019804201,3.11905
1971-4,23.092,3.322263788,5.933,5.533,4.75,-0.723,5.89,5.960983607,5.793114754,5.387868852,#N/A,4.720819672,10.68418069,7.010890284,7.010890284,3.70509155,#N/A,#N/A,4.905665557,0.00763,#N/A,3.647068049,7.862019417,5.889128825,5.889128825,8.599221487,-1.343648014,1.18754098,-0.733,-0.593,-0.5651816,-0.47361154,3.8851816,-0.962490482,3.14173
1972-1,23.443,6.034282267,5.767,6.333,3.546666667,-1.21,6.033333333,5.984444444,5.721269841,5.321587302,#N/A,4.413015873,11.86045586,8.657244352,8.657244352,7.7683601,#N/A,#N/A,7.466599882,0.0069,#N/A,8.000331966,10.2922207,8.580964371,8.580964371,11.89410733,-0.323893557,2.46460317,2.71,0.143,2.834156716,1.015515107,3.195843284,-1.365526504,3.17567
1972-2,23.589,2.483423524,5.7,5.6,4.3,0.76,6.143333333,6.11296875,5.970625,5.6821875,#N/A,4.8409375,9.890937901,7.189409713,7.189409713,6.492169849,#N/A,#N/A,6.957557551,0.00615,#N/A,6.377331987,7.913077847,6.749926262,6.749926262,9.077593121,1.127291117,1.83625,-3.548,0.11,-2.921317409,1.46390314,5.403317409,-0.282457002,3.19597
1972-3,23.815,3.81405303,5.567,5.6,4.743333333,0.44,6.29,6.237301587,6.077460317,5.872222222,#N/A,5.148888889,13.24081314,9.582467542,9.582467542,8.274229339,#N/A,#N/A,7.366836568,0.00726,#N/A,8.274219096,10.33912452,8.952166438,8.952166438,9.854500165,1.263356032,1.55936508,1.33,0.147,1.133564667,0.252077064,2.678435333,1.142965249,3.22197
1972-4,24.118,5.057126171,5.367,4.933,5.146666667,0.403,6.373333333,6.244833333,6.152333333,6.001,#N/A,5.437833333,13.06837485,9.971295743,9.971295743,9.675907389,#N/A,#N/A,9.057935629,0.01077,#N/A,9.729922717,10.87790283,9.869980511,9.869980511,10.85579969,2.125989682,1.22166667,1.259,0.083,1.256206191,1.010168327,3.814793809,1.316375938,3.24932
1973-1,24.396,4.584293901,4.933,5.433,6.536666667,1.394,6.603333333,6.572096774,6.580806452,6.568870968,#N/A,6.317903226,9.389167912,6.241543229,6.241543229,7.91469672,#N/A,-0.037977243,10.08667291,0.00855,#N/A,7.968021616,7.871769097,6.9366727,6.9366727,9.470294317,3.794128291,0.08983871,-0.49,0.23,-0.364534064,1.882029296,4.945534064,2.17249973,3.29785
1973-2,24.771,6.101771868,4.933,4.867,7.816666667,1.28,6.806666667,6.768571429,6.723968254,6.815396825,#N/A,7.016666667,6.521132335,3.533204279,3.533204279,4.685188788,#N/A,-0.055989162,7.893115883,0.00734,#N/A,4.632321046,4.698967733,3.763586471,3.763586471,6.766670324,4.028986543,-1.0160317,1.517,0.204,1.315546298,0.601147562,4.782453702,3.73765505,3.42705
1973-3,25.254,7.724377965,4.8,4.8,10.56,2.743,7.206666667,7.29031746,7.357301587,7.57952381,#N/A,8.522380952,5.574333365,2.680959826,2.680959826,4.579209631,#N/A,-0.272473852,8.385629492,0.00839,#N/A,4.526861228,3.76232276,3.082576124,3.082576124,6.175907365,2.59608734,-3.3046032,1.621,0.4,1.578929362,-1.002641989,6.140070638,3.932294059,3.43877
1973-4,25.757,7.888750324,4.767,4.467,9.996666667,-0.563,6.753333333,6.814,6.828166667,6.873166667,#N/A,7.414,5.120980328,2.186420065,2.186420065,5.038627035,#N/A,0.095003535,6.522847118,0.00918,#N/A,5.03866811,3.494583968,2.784778906,2.784778906,5.673780105,2.671052852,-3.2308333,0.165,-0.454,0.321756944,0.577764508,7.562243056,2.443098801,3.48679
1974-1,26.243,7.477140793,5.133,5.6,9.323333333,-0.674,7.053333333,7.048032787,7.035081967,7.037213115,#N/A,7.378852459,7.313955959,4.337310244,4.337310244,6.537169632,#N/A,0.032098055,8.88842532,0.00558,#N/A,6.473456263,5.64126045,4.750341353,4.750341353,6.743230909,0.901242543,-2.2755738,-0.396,0.3,-0.173874639,-1.323367926,7.661874639,2.559025929,3.50123
1974-2,26.863,9.340235318,5.2,5.067,11.25,1.927,7.543333333,7.865714286,8.066507937,8.156825397,#N/A,8.693015873,4.797635733,2.954851425,3.021754109,3.752138075,#N/A,0.27449008,10.07285683,0.00608,#N/A,3.762391015,3.559102431,3.123968403,3.123968403,4.73622593,0.262078583,-3.6528571,1.846,0.49,2.183524878,-0.349848644,7.150475122,0.904717214,3.49148
1974-3,27.65,11.55034115,5.633,5.567,12.09,0.84,7.963333333,8.28375,8.4628125,8.49578125,#N/A,9.015,4.258664509,3.309383379,3.330946912,3.519883902,#N/A,0.956244477,7.83149324,0.00586,#N/A,3.647123209,3.496428971,3.291171467,3.295737857,6.052372278,-1.531089497,-4.11625,2.224,0.42,2.806686936,-1.45079715,8.751313064,0.148651092,3.42012
1974-4,28.463,11.5917081,6.6,6.133,9.346666667,-2.743,7.67,7.661803279,7.65557377,7.622622951,#N/A,7.676065574,6.074096595,5.382774223,5.425226619,4.808104009,#N/A,1.055219517,8.362632499,0.00653,#N/A,4.796527948,5.169765027,4.972388067,4.981460292,5.157343574,-2.729001607,-1.6280328,0.04,-0.293,1.108864591,-0.906469165,10.48913541,-1.665588842,3.34041
1975-1,29.11,8.990703819,8.267,9.067,6.303333333,-3.044,7.54,7.446333333,7.283666667,6.9145,#N/A,6.3355,7.559882339,6.94465644,6.963843707,2.479497456,#N/A,0.457565967,5.28893721,0.00628,#N/A,2.328310974,5.856835087,5.447898319,5.452225142,6.161368241,-4.684145819,1.239,-2.613,-0.13,-1.233487824,-1.874621458,10.21848782,-2.722472515,3.22287
1975-2,29.543,5.90602856,8.867,8.667,5.42,-0.883,8.05,7.9025,7.74328125,7.44640625,#N/A,6.5328125,14.39508633,12.33336008,12.37037898,6.012980766,#N/A,0.251310767,6.287209675,0.00615,#N/A,5.899692488,11.03585468,10.15246766,10.16035856,11.65284046,-4.75061589,2.62578125,-3.083,0.51,-1.797063044,-0.250184237,7.699063044,-4.46803556,3.12703
1975-3,30.065,7.005950134,8.467,8.333,6.16,0.74,8.296666667,8.246875,8.20125,8.04890625,#N/A,7.51515625,14.31558824,12.30740307,12.36220159,7.426453489,#N/A,0.240816233,6.057649581,0.00705,#N/A,7.400076427,11.43037246,10.78903793,10.81454812,11.95544201,-3.862494222,2.14828125,1.099,0.247,1.897049322,0.645514026,5.103950678,-4.522862784,3.07628
1975-4,30.568,6.636802261,8.3,7.8,5.413333333,-0.747,8.063333333,7.989672131,7.848196721,7.576393443,#N/A,6.695245902,9.540531988,7.392817826,7.42795767,2.709024834,#N/A,0.058670927,5.609410047,0.0093,#N/A,2.51678256,6.602112758,5.991166792,6.004105419,7.632913346,-3.309590647,2.65245902,-0.368,-0.234,0.51075992,0.408992985,6.12224008,-3.770031859,3.05628
1976-1,30.891,4.204467679,7.733,8.533,4.826666667,-0.586,7.753333333,7.678225806,7.466451613,7.063225806,#N/A,5.985806452,12.51364716,12.39684074,12.35002656,5.822653646,#N/A,-0.122067692,5.099105916,0.00855,#N/A,5.572191733,10.25629531,10.09242863,10.08135942,10.79400394,-1.880203502,2.93983871,-2.418,-0.31,-1.590153174,1.286356676,5.805153174,-3.239143518,3.02542
1976-2,31.202,4.006926393,7.567,7.4,5.196666667,0.37,7.773333333,7.654603175,7.483650794,7.141428571,#N/A,6.283809524,11.83510804,11.520978,11.51444269,6.777895723,#N/A,-0.082041799,8.489036691,0.00738,#N/A,6.484034449,9.862706309,9.695863854,9.693438276,10.44051884,-1.913463137,2.57126984,-0.211,0.02,0.110659105,-0.124210212,3.893340895,-1.863052302,3.0597
1976-3,31.605,5.13325624,7.733,7.6,5.283333333,0.086,7.73,7.5640625,7.30796875,6.8775,6.6325,6.015625,10.48889694,7.756475726,7.788738679,4.039078412,#N/A,-0.147862768,5.562656873,0.00826,#N/A,3.577379088,7.17017654,6.164979558,6.176506613,7.193862308,-2.14330081,2.44828125,1.139,-0.043,1.396998264,-0.286075858,3.746001736,-1.914678302,3.12721
1976-4,32.172,7.112469247,7.767,7.333,4.873333333,-0.41,7.19,6.779836066,6.446065574,5.988032787,5.710819672,5.215901639,14.23485035,12.67318674,12.73603404,7.081397602,#N/A,-0.167980639,6.636853845,0.00947,#N/A,6.661147423,11.11121506,10.31886666,10.34225622,9.562111934,-2.207577756,2.30754098,1.952,-0.54,2.428112277,-0.12197586,4.666887723,-2.126319974,3.15177
1977-1,32.69,6.389084678,7.5,8.233,4.66,-0.213,7.353333333,7.096825397,6.783650794,6.37952381,6.024761905,5.420634921,13.37200746,12.2495941,12.32583195,9.493807884,#N/A,-0.237858141,7.447794989,0.00861,#N/A,9.081788532,11.42547396,10.87421669,10.91268187,10.90141421,-1.84843849,2.67984127,-0.698,0.163,0.169247996,0.277108468,6.227752004,-2.157450624,3.23194
1977-2,33.151,5.601464541,7.133,6.933,5.156666667,0.497,7.37,7.139365079,6.828730159,6.416507937,6.117777778,5.7,10.62973822,7.861741136,7.870889936,7.763938921,#N/A,-0.26358641,7.67638044,0.00698,#N/A,7.541797301,8.700601596,7.707640834,7.712896369,9.152375004,-0.757733748,2.19968254,-0.799,0.017,-0.071620107,1.014546808,5.669620107,-1.794420015,3.28136
1977-3,33.554,4.833279704,6.9,6.8,5.82,0.663,7.356666667,7.191269841,6.976825397,6.71968254,6.544126984,6.291428571,9.105800573,6.998821415,6.958728721,6.253384265,#N/A,-0.170104005,9.068116081,0.00865,#N/A,5.929026049,7.218204711,6.524323719,6.504655476,7.101525481,0.201879387,1.52222222,-0.756,-0.013,-0.296500882,0.959126603,5.138500882,-0.774715926,3.3039
1977-4,34.279,8.550736171,6.667,6.3,6.513333333,0.693,7.596666667,7.498833333,7.3815,7.239166667,7.142333333,6.959166667,8.19600213,7.447721718,7.489719995,7.742573651,#N/A,-0.201924486,8.261711319,0.00807,#N/A,7.501716665,7.48436436,7.326483447,7.343338672,8.133238315,-0.635617301,1.08366667,3.703,0.24,3.900494367,-0.754760759,4.644505633,0.106842387,3.36603
1978-1,34.778,5.780832474,6.333,6.867,6.756666667,0.244,8.01,7.916557377,7.818688525,7.658852459,7.541311475,7.309180328,7.399381596,6.4808769,6.729883039,8.351201662,#N/A,-0.337720996,9.507491922,0.0086,#N/A,8.060497096,6.962516364,6.774036539,6.878193999,8.0266222,-1.168497008,1.22557377,-2.768,0.413,-1.881775087,-0.438280564,7.658775087,-0.734399728,3.42555
1978-2,35.443,7.576307723,6,5.833,7.283333333,0.526,8.32,8.241269841,8.176984127,8.082063492,8.004285714,7.79984127,7.397344431,5.558291755,5.848312274,9.812108948,#N/A,-0.334791359,9.064631573,0.00654,#N/A,9.654017051,6.848720807,6.513941558,6.628874686,7.60254831,1.765571954,1.03206349,1.795,0.31,2.197403726,2.966404463,5.374596274,-1.233456951,3.46373
1978-3,36.044,6.725856842,6.033,6,8.1,0.817,8.49,8.445238095,8.427936508,8.420634921,8.468730159,8.441111111,7.382962997,1.196804168,1.50759866,6.804258059,#N/A,-0.355055512,8.416567934,0.00659,#N/A,6.749384833,3.632406266,2.37968859,2.496183414,4.632930914,1.886663319,0.38111111,-0.839,0.17,-0.371346798,0.360016628,7.104346798,1.48497279,3.5263
1978-4,36.782,8.107272282,5.9,5.567,9.583333333,1.483,8.82,8.821147541,8.840819672,8.99295082,9.323442623,9.804262295,7.406152168,0.204358339,0.516927487,6.277901389,#N/A,-0.370322704,7.955197189,0.00687,#N/A,5.432027257,2.164088374,0.6879653,0.806784473,4.354782538,2.341052004,-0.7613115,1.38,0.33,1.624437093,0.75925938,6.488562907,1.550859505,3.56083
1979-1,37.452,7.2206072,5.867,6.3,10.07333333,0.49,9.106666667,9.135645161,9.182580645,9.394193548,9.793387097,10.30435484,5.823880056,-5.777816676,-5.358207929,5.589285165,#N/A,-0.245434561,5.484106991,0.00626,#N/A,3.705111142,-3.515518995,-5.705829809,-5.59212325,-0.939867665,1.599354225,-0.9669355,-0.897,0.287,-0.547343314,-0.283893869,7.763343314,1.906606479,3.62798
1979-2,38.37,9.686316473,5.7,5.567,10.18,0.107,9.113333333,9.097580645,9.109677419,9.266612903,9.591290323,9.93483871,9.373973331,2.305298616,3.113348129,10.9495888,#N/A,-0.216653397,6.308610473,0.00591,#N/A,9.726542134,3.30732454,1.848664138,2.044361701,5.073561357,0.827871356,-1.0630645,2.464,0.006,2.665815295,-0.321005682,7.014184705,1.232520163,3.47639
1979-3,39.208,8.641961339,5.867,5.833,10.94666667,0.767,9.103333333,9.104603175,9.111111111,9.237936508,9.531904762,10.12873016,9.353111995,6.416240733,7.238604776,8.654569012,#N/A,-0.235472436,8.852375583,0.00689,#N/A,7.863028091,5.390043633,4.500082969,4.710166491,6.123637614,0.688778739,-1.8266667,-1.023,-0.01,-0.32424382,0.343251327,8.98124382,0.542571063,3.51269
1979-4,39.936,7.358946056,5.967,5.633,13.57666667,2.63,10.44666667,10.55442623,10.65081967,10.94360656,11.55639344,12.27606557,5.907038836,-5.513645389,-4.571300627,2.843738664,#N/A,-0.217952187,8.86089312,0.00998,#N/A,2.653913106,-4.278524345,-7.016272308,-6.730557254,-2.763269674,0.193033882,-3.1509836,-1.303,1.344,-0.846749362,-0.064384381,8.200749362,0.481346917,2.97333
1980-1,40.775,8.316390304,6.3,6.767,15.04666667,1.47,11.98666667,12.06516129,12.23467742,12.55322581,13.23370968,13.90241935,6.948389788,-1.50545906,-0.532039825,7.245507285,#N/A,-0.040792528,7.683373808,0.00666,#N/A,6.968608851,-2.074775202,-4.265288162,-4.02517451,-0.283852737,-0.174352878,-3.0464516,0.957,1.54,1.013912502,0.200163762,7.297087498,-0.098548993,2.72551
1980-2,41.745,9.404214056,7.333,7.2,12.68666667,-2.36,10.47666667,10.34365079,10.33365079,10.12619048,10.22666667,10.2815873,5.906457087,-8.472037515,-7.252672472,-2.273907933,#N/A,-0.206705475,5.317676442,0.00587,#N/A,-2.893035776,-7.272525668,-11.00543061,-10.85837197,-3.955560431,-2.827813144,-2.087619,1.097,-1.51,1.242794102,-1.99341322,8.165205898,-0.480110795,2.44826
1980-3,42.678,8.841552533,7.667,7.567,9.836666667,-2.85,10.95333333,10.76828125,10.64421875,10.47171875,10.35625,10.11359375,11.90804168,22.74172213,24.44676973,13.68728859,#N/A,-0.001398422,9.502256269,0.00938,#N/A,12.40483955,14.79459185,18.00951903,18.20691021,15.20411626,-3.469294326,1.18171875,-0.572,0.476,0.14921053,-0.274633627,8.68678947,-2.798965469,2.17368
1980-4,43.79,10.28876633,7.4,7.033,15.85333333,6.016,12.42333333,12.48311475,12.63245902,12.96196721,13.20278689,13.8152459,8.404985077,5.507884667,4.489652802,9.958473288,#N/A,0.103554814,8.935468973,0.01448,#N/A,8.764045737,5.639605332,4.916420692,4.540842677,6.784674502,-2.228439808,-3.4706557,1.455,1.47,2.331552514,1.456993521,7.959447486,-3.212721464,2.28196
